,value,occ_title,Unnamed: 0,occ_code,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,class
581,,industrial-organizational psychologists,259.0,19-3032,detailed,920,14.1,49.29,"102,530",5.6,24.39,29.94,41.87,63.73,88.71,"50,730","62,280","87,100","132,560","184,520",,,High Income
582,,"psychologists, all other",260.0,19-3039,detailed,"12,880",2.0,44.92,"93,440",1.7,19.33,33.85,46.99,53.63,60.64,"40,210","70,410","97,740","111,560","126,140",,,Middle Income
583,,sociologists,261.0,19-3040,broad,"2,770",5.6,41.41,"86,130",3.0,18.61,27.51,38.29,50.99,68.01,"38,710","57,220","79,650","106,060","141,450",,,Middle Income
584,,miscellaneous social scientists and related workers,265.0,19-3090,broad,"52,380",2.2,40.12,"83,450",1.7,21.40,28.81,37.83,49.87,62.08,"44,500","59,930","78,680","103,720","129,130",,,Middle Income
585,,anthropologists and archeologists,266.0,19-3091,detailed,"6,120",4.6,31.89,"66,330",1.2,17.50,23.06,29.94,39.02,47.88,"36,390","47,970","62,280","81,170","99,580",,,Middle Income
586,,geographers,267.0,19-3092,detailed,"1,400",8.5,36.92,"76,790",1.2,23.09,28.89,36.95,44.73,50.34,"48,020","60,080","76,860","93,030","104,710",,,Middle Income
587,,historians,268.0,19-3093,detailed,"3,060",4.7,30.88,"64,220",2.5,13.72,18.57,28.42,40.47,51.60,"28,540","38,620","59,120","84,180","107,330",,,Middle Income
588,,political scientists,269.0,19-3094,detailed,"6,320",7.0,53.86,"112,030",2.7,26.99,39.60,55.34,70.01,77.83,"56,150","82,370","115,110","145,620","161,890",,,High Income
589,,"social scientists and related workers, all other",270.0,19-3099,detailed,"35,490",2.9,40.01,"83,230",1.0,23.36,29.84,38.16,49.06,59.25,"48,580","62,070","79,370","102,040","123,230",,,Middle Income
590,,"life, physical, and social science technicians",271.0,19-4000,minor,"359,180",1.0,24.02,"49,970",0.4,13.42,16.71,22.01,28.99,37.60,"27,920","34,750","45,780","60,290","78,210",,,Middle Income
591,,geological and petroleum technicians,278.0,19-4040,broad,"14,820",4.7,30.50,"63,450",2.8,12.99,17.91,26.05,37.47,52.13,"27,010","37,250","54,190","77,930","108,420",,,Middle Income
592,,nuclear technicians,280.0,19-4050,broad,"6,850",7.3,38.46,"80,000",1.6,23.13,30.00,38.64,46.69,54.03,"48,110","62,410","80,370","97,120","112,390",,,Middle Income
593,,social science research assistants,282.0,19-4060,broad,"31,500",4.8,23.57,"49,030",1.6,11.23,16.34,22.12,29.04,37.19,"23,360","33,980","46,000","60,400","77,350",,,Middle Income
594,,"miscellaneous life, physical, and social science technicians",284.0,19-4090,broad,"145,360",1.1,23.69,"49,270",0.5,13.33,16.37,21.97,28.71,37.14,"27,720","34,040","45,690","59,720","77,260",,,Middle Income
595,,"environmental science and protection technicians, including health",285.0,19-4091,detailed,"32,840",2.4,23.71,"49,310",0.8,13.57,16.87,21.87,28.76,37.48,"28,230","35,090","45,490","59,820","77,960",,,Middle Income
596,,forensic science technicians,286.0,19-4092,detailed,"15,070",1.8,29.43,"61,220",0.9,16.29,20.98,27.81,36.15,45.96,"33,880","43,630","57,850","75,190","95,600",,,Middle Income
597,,forest and conservation technicians,287.0,19-4093,detailed,"30,570",0.9,18.84,"39,180",0.3,12.58,14.12,17.37,22.83,27.12,"26,160","29,360","36,130","47,480","56,410",,,Middle Income
598,,"life, physical, and social science technicians, all other",288.0,19-4099,detailed,"66,890",2.1,24.60,"51,160",0.7,13.46,17.60,23.12,29.71,37.90,"27,990","36,610","48,090","61,790","78,840",,,Middle Income
599,,community and social service occupations,289.0,21-0000,major,"2,096,740",0.4,23.10,"48,050",0.4,12.35,15.89,21.08,28.51,37.19,"25,690","33,050","43,840","59,300","77,360",,,Middle Income
600,,"counselors, social workers, and other community and social service specialists",290.0,21-1000,minor,"2,017,250",0.5,23.11,"48,060",0.3,12.43,15.94,21.09,28.51,37.15,"25,850","33,150","43,860","59,290","77,280",,,Middle Income
601,,"educational, guidance, school, and vocational counselors",292.0,21-1012,detailed,"271,350",0.9,28.18,"58,620",0.7,15.70,20.33,26.64,34.73,44.21,"32,660","42,290","55,410","72,240","91,960",,,Middle Income
602,,marriage and family therapists,293.0,21-1013,detailed,"42,880",4.2,25.89,"53,860",1.5,15.09,18.16,23.45,30.30,39.31,"31,390","37,780","48,790","63,030","81,760",,,Middle Income
603,,rehabilitation counselors,294.0,21-1015,detailed,"103,840",1.7,18.73,"38,950",0.7,10.59,12.89,16.76,22.66,30.18,"22,040","26,820","34,860","47,140","62,780",,,Middle Income
604,,"substance abuse, behavioral disorder, and mental health counselors",295.0,21-1018,detailed,"241,930",1.0,22.38,"46,560",0.5,13.13,16.33,20.82,26.85,34.06,"27,310","33,960","43,300","55,850","70,840",,,Middle Income
605,,"counselors, all other",296.0,21-1019,detailed,"27,150",3.4,22.89,"47,600",1.2,12.22,15.77,20.85,28.82,36.49,"25,420","32,800","43,370","59,940","75,890",,,Middle Income
606,,"child, family, and school social workers",298.0,21-1021,detailed,"306,370",0.8,23.28,"48,430",1.0,13.71,16.86,21.34,27.91,36.51,"28,520","35,070","44,380","58,050","75,940",,,Middle Income
607,,healthcare social workers,299.0,21-1022,detailed,"167,730",2.0,27.31,"56,810",0.7,15.99,20.44,26.38,32.62,39.21,"33,260","42,510","54,870","67,850","81,560",,,Middle Income
608,,mental health and substance abuse social workers,300.0,21-1023,detailed,"112,040",1.6,22.99,"47,830",0.7,13.09,16.16,20.79,27.85,36.55,"27,230","33,610","43,250","57,930","76,020",,,Middle Income
609,,"social workers, all other",301.0,21-1029,detailed,"58,150",1.6,29.28,"60,900",0.7,16.65,21.33,29.80,37.00,41.71,"34,640","44,360","61,980","76,970","86,760",,,Middle Income
610,,miscellaneous community and social service specialists,302.0,21-1090,broad,"685,810",0.8,20.23,"42,090",0.7,11.08,13.90,18.11,24.20,32.44,"23,050","28,920","37,670","50,330","67,480",,,Middle Income
611,,health educators,303.0,21-1091,detailed,"58,040",1.7,28.37,"59,010",1.5,15.12,19.04,25.93,35.35,46.71,"31,440","39,600","53,940","73,530","97,160",,,Middle Income
612,,community health workers,306.0,21-1094,detailed,"54,760",2.1,20.36,"42,340",0.8,12.09,14.86,18.45,24.22,31.01,"25,150","30,900","38,370","50,390","64,500",,,Middle Income
613,,"community and social service specialists, all other",307.0,21-1099,detailed,"101,230",1.5,21.53,"44,780",0.8,12.27,15.47,19.99,26.05,33.72,"25,530","32,170","41,570","54,180","70,130",,,Middle Income
614,,religious workers,308.0,21-2000,minor,"79,490",1.6,23.02,"47,880",0.8,10.22,14.36,20.87,28.58,38.22,"21,260","29,880","43,410","59,440","79,490",,,Middle Income
615,,miscellaneous religious workers,313.0,21-2090,broad,"8,210",5.2,17.49,"36,380",4.0,9.15,10.26,14.09,19.46,28.76,"19,020","21,330","29,310","40,470","59,820",,,Middle Income
616,,legal occupations,315.0,23-0000,major,"1,095,770",0.4,51.62,"107,370",0.6,17.77,25.17,38.50,67.39,#,"36,970","52,340","80,080","140,170",#,,,High Income
617,,"lawyers, judges, and related workers",316.0,23-1000,minor,"692,660",0.6,66.18,"137,660",0.6,26.17,36.25,55.87,82.74,#,"54,430","75,390","116,210","172,110",#,,,High Income
618,,lawyers and judicial law clerks,317.0,23-1010,broad,"643,630",0.6,67.26,"139,900",0.6,26.78,36.66,56.26,84.51,#,"55,690","76,250","117,020","175,780",#,,,High Income
619,,lawyers,318.0,23-1011,detailed,"628,370",0.6,68.22,"141,890",0.6,27.61,37.56,57.33,85.81,#,"57,430","78,130","119,250","178,480",#,,,High Income
620,,"judges, magistrates, and other judicial workers",320.0,23-1020,broad,"49,030",0.8,52.09,"108,340",0.9,18.29,28.91,50.89,71.56,87.12,"38,040","60,140","105,840","148,840","181,220",,,High Income
621,,"administrative law judges, adjudicators, and hearing officers",321.0,23-1021,detailed,"14,480",0.4,47.25,"98,280",0.6,20.68,31.62,45.57,60.78,81.28,"43,010","65,760","94,790","126,420","169,050",,,Middle Income
622,,"arbitrators, mediators, and conciliators",322.0,23-1022,detailed,"6,110",5.3,35.11,"73,020",2.5,17.21,21.53,29.17,43.84,59.89,"35,800","44,770","60,670","91,190","124,570",,,Middle Income
623,,"judges, magistrate judges, and magistrates",323.0,23-1023,detailed,"28,440",0.6,58.20,"121,050",0.6,17.14,32.39,64.34,78.20,92.66,"35,650","67,380","133,840","162,650","192,740",,,High Income
624,,legal support workers,324.0,23-2000,minor,"403,110",0.9,26.60,"55,330",0.4,14.61,18.42,24.34,31.51,41.63,"30,390","38,320","50,630","65,540","86,590",,,Middle Income
625,,court reporters,328.0,23-2091,detailed,"15,220",3.8,28.88,"60,060",2.1,12.58,17.93,26.50,37.39,48.21,"26,160","37,290","55,120","77,760","100,270",,,Middle Income
626,,"title examiners, abstractors, and searchers",329.0,23-2093,detailed,"53,040",3.6,24.61,"51,180",1.2,13.27,16.95,22.53,29.24,38.04,"27,600","35,260","46,850","60,830","79,120",,,Middle Income
627,,"legal support workers, all other",330.0,23-2099,detailed,"44,440",2.4,32.67,"67,960",1.1,15.10,19.73,26.98,42.77,62.00,"31,410","41,040","56,120","88,960","128,950",,,Middle Income
628,,"education, training, and library occupations",331.0,25-0000,major,"8,727,710",0.3,26.67,"55,470",0.5,10.71,15.42,23.43,33.09,45.62,"22,270","32,070","48,740","68,830","94,900",,,Middle Income
629,,"business teachers, postsecondary",333.0,25-1010,broad,"84,340",1.5,*,"100,270",1.2,*,*,*,*,*,"37,170","53,150","80,300","125,780","191,760",True,,Middle Income
630,,"math and computer teachers, postsecondary",335.0,25-1020,broad,"83,100",1.4,*,"87,380",1.0,*,*,*,*,*,"40,200","53,430","73,780","105,760","155,870",True,,Middle Income
631,,"computer science teachers, postsecondary",336.0,25-1021,detailed,"32,230",2.0,*,"91,590",1.1,*,*,*,*,*,"41,270","56,070","78,630","113,930","159,180",True,,Middle Income
632,,"mathematical science teachers, postsecondary",337.0,25-1022,detailed,"50,870",1.4,*,"84,710",1.0,*,*,*,*,*,"39,580","51,960","70,910","101,270","153,080",True,,Middle Income
633,,"engineering and architecture teachers, postsecondary",338.0,25-1030,broad,"44,780",2.0,*,"106,770",1.2,*,*,*,*,*,"48,070","68,630","95,550","131,450","178,970",True,,High Income
634,,"architecture teachers, postsecondary",339.0,25-1031,detailed,"7,280",5.3,*,"91,000",3.1,*,*,*,*,*,"42,460","57,130","80,050","110,980","152,540",True,,Middle Income
635,,"engineering teachers, postsecondary",340.0,25-1032,detailed,"37,500",2.0,*,"109,830",1.2,*,*,*,*,*,"50,280","71,400","98,360","135,370","183,590",True,,High Income
636,,"life sciences teachers, postsecondary",341.0,25-1040,broad,"62,710",1.5,*,"92,790",1.0,*,*,*,*,*,"43,140","57,400","79,710","114,040","159,470",True,,Middle Income
637,,"agricultural sciences teachers, postsecondary",342.0,25-1041,detailed,"10,800",3.6,*,"91,690",2.2,*,*,*,*,*,"42,290","59,300","86,140","115,920","149,260",True,,Middle Income
638,,"biological science teachers, postsecondary",343.0,25-1042,detailed,"49,910",1.6,*,"93,010",1.0,*,*,*,*,*,"43,160","56,920","78,240","113,270","162,470",True,,Middle Income
639,,"forestry and conservation science teachers, postsecondary",344.0,25-1043,detailed,"2,000",5.7,*,"93,200",1.8,*,*,*,*,*,"48,260","63,910","87,420","116,450","147,740",True,,Middle Income
640,,"physical sciences teachers, postsecondary",345.0,25-1050,broad,"51,530",1.4,*,"94,740",1.0,*,*,*,*,*,"44,860","59,250","81,230","116,720","161,710",True,,Middle Income
641,,"atmospheric, earth, marine, and space sciences teachers, postsecondary",346.0,25-1051,detailed,"10,730",3.5,*,"98,560",1.2,*,*,*,*,*,"46,570","62,800","87,380","123,480","163,860",True,,Middle Income
642,,"chemistry teachers, postsecondary",347.0,25-1052,detailed,"21,090",1.6,*,"90,610",1.0,*,*,*,*,*,"43,110","56,720","77,190","107,650","157,130",True,,Middle Income
643,,"environmental science teachers, postsecondary",348.0,25-1053,detailed,"5,990",3.2,*,"87,660",1.4,*,*,*,*,*,"43,970","57,240","76,360","108,490","150,070",True,,Middle Income
644,,"physics teachers, postsecondary",349.0,25-1054,detailed,"13,710",1.6,*,"101,190",1.3,*,*,*,*,*,"47,630","62,640","87,340","124,060","171,920",True,,Middle Income
645,,"social sciences teachers, postsecondary",350.0,25-1060,broad,"115,860",1.2,*,"89,600",1.1,*,*,*,*,*,"37,760","54,460","76,210","108,880","160,840",True,,Middle Income
646,,"anthropology and archeology teachers, postsecondary",351.0,25-1061,detailed,"5,770",2.3,*,"93,500",1.5,*,*,*,*,*,"44,690","59,610","81,580","117,480","160,390",True,,Middle Income
647,,"area, ethnic, and cultural studies teachers, postsecondary",352.0,25-1062,detailed,"9,850",2.1,*,"83,330",1.8,*,*,*,*,*,"35,640","50,590","72,230","101,570","150,830",True,,Middle Income
648,,"economics teachers, postsecondary",353.0,25-1063,detailed,"12,770",1.8,*,"114,820",1.5,*,*,*,*,*,"48,610","68,860","98,350","139,400","201,980",True,,High Income
649,,"geography teachers, postsecondary",354.0,25-1064,detailed,"3,980",2.6,*,"87,810",1.3,*,*,*,*,*,"42,460","58,450","78,040","105,660","147,340",True,,Middle Income
650,,"political science teachers, postsecondary",355.0,25-1065,detailed,"16,200",1.7,*,"98,620",1.9,*,*,*,*,*,"43,760","59,590","81,430","117,520","177,850",True,,Middle Income
651,,"psychology teachers, postsecondary",356.0,25-1066,detailed,"37,090",1.9,*,"85,050",1.1,*,*,*,*,*,"38,090","53,890","73,770","102,580","148,840",True,,Middle Income
652,,"sociology teachers, postsecondary",357.0,25-1067,detailed,"13,630",1.5,*,"83,840",1.1,*,*,*,*,*,"40,340","54,550","73,080","99,220","139,200",True,,Middle Income
653,,"social sciences teachers, postsecondary, all other",358.0,25-1069,detailed,"16,580",2.5,*,"79,050",3.9,*,*,*,*,*,"21,760","41,890","64,480","98,910","164,410",True,,Middle Income
654,,"health teachers, postsecondary",359.0,25-1070,broad,"250,190",2.0,*,"112,770",1.9,*,*,*,*,*,"42,480","59,390","88,410","143,790",#,True,,High Income
655,,"health specialties teachers, postsecondary",360.0,25-1071,detailed,"194,610",2.6,*,"122,890",2.1,*,*,*,*,*,"43,200","61,370","97,870","161,630",#,True,,High Income
656,,"nursing instructors and teachers, postsecondary",361.0,25-1072,detailed,"55,580",1.9,*,"77,360",0.9,*,*,*,*,*,"40,630","55,080","71,260","93,830","124,090",True,,Middle Income
657,,"education and library science teachers, postsecondary",362.0,25-1080,broad,"65,500",1.9,*,"72,510",1.0,*,*,*,*,*,"33,030","47,010","64,680","87,210","121,050",True,,Middle Income
658,,"education teachers, postsecondary",363.0,25-1081,detailed,"60,500",1.9,*,"72,410",1.1,*,*,*,*,*,"32,540","46,230","64,020","86,960","122,340",True,,Middle Income
659,,"library science teachers, postsecondary",364.0,25-1082,detailed,"5,010",4.3,*,"73,680",1.1,*,*,*,*,*,"43,470","56,050","70,940","89,260","107,840",True,,Middle Income
660,,"law, criminal justice, and social work teachers, postsecondary",365.0,25-1110,broad,"43,540",2.8,*,"94,200",1.7,*,*,*,*,*,"36,200","50,130","70,640","113,780","188,300",True,,Middle Income
661,,"criminal justice and law enforcement teachers, postsecondary",366.0,25-1111,detailed,"14,210",3.4,*,"68,980",1.4,*,*,*,*,*,"36,150","46,920","60,400","80,530","110,020",True,,Middle Income
662,,"law teachers, postsecondary",367.0,25-1112,detailed,"16,900",4.4,*,"129,840",2.2,*,*,*,*,*,"40,850","58,920","104,910","178,290",#,True,,High Income
663,,"social work teachers, postsecondary",368.0,25-1113,detailed,"12,430",3.7,*,"74,560",1.9,*,*,*,*,*,"33,790","47,850","64,370","90,460","131,190",True,,Middle Income
664,,"arts, communications, and humanities teachers, postsecondary",369.0,25-1120,broad,"264,290",1.3,*,"78,160",0.9,*,*,*,*,*,"36,310","49,490","66,940","93,900","132,710",True,,Middle Income
665,,"art, drama, and music teachers, postsecondary",370.0,25-1121,detailed,"95,110",2.1,*,"78,720",1.2,*,*,*,*,*,"35,120","49,660","66,930","94,510","134,000",True,,Middle Income
666,,"communications teachers, postsecondary",371.0,25-1122,detailed,"28,770",1.8,*,"75,640",1.2,*,*,*,*,*,"34,760","47,950","66,510","91,940","129,480",True,,Middle Income
667,,"english language and literature teachers, postsecondary",372.0,25-1123,detailed,"69,140",1.5,*,"77,660",1.1,*,*,*,*,*,"36,770","48,030","64,910","92,740","135,630",True,,Middle Income
668,,"foreign language and literature teachers, postsecondary",373.0,25-1124,detailed,"27,240",2.5,*,"75,950",1.1,*,*,*,*,*,"38,060","49,680","65,010","90,980","128,980",True,,Middle Income
669,,"history teachers, postsecondary",374.0,25-1125,detailed,"21,120",2.2,*,"82,900",1.1,*,*,*,*,*,"40,170","54,220","72,690","98,680","134,870",True,,Middle Income
670,,"philosophy and religion teachers, postsecondary",375.0,25-1126,detailed,"22,920",3.3,*,"78,790",1.0,*,*,*,*,*,"37,070","51,710","69,590","94,800","129,490",True,,Middle Income
671,,miscellaneous postsecondary teachers,376.0,25-1190,broad,"459,310",1.7,*,"59,000",2.0,*,*,*,*,*,"19,330","32,450","49,690","73,130","106,350",True,,Middle Income
672,,graduate teaching assistants,377.0,25-1191,detailed,"136,820",2.5,*,"37,720",5.4,*,*,*,*,*,"17,970","20,180","32,460","45,860","58,450",True,,Middle Income
673,,"home economics teachers, postsecondary",378.0,25-1192,detailed,"2,580",4.1,*,"77,220",2.2,*,*,*,*,*,"39,370","53,270","71,630","95,970","123,520",True,,Middle Income
674,,"recreation and fitness studies teachers, postsecondary",379.0,25-1193,detailed,"16,630",2.2,*,"69,560",1.6,*,*,*,*,*,"31,440","42,720","60,150","83,150","123,960",True,,Middle Income
675,,"vocational education teachers, postsecondary",380.0,25-1194,detailed,"114,020",1.7,27.23,"56,630",0.9,14.32,18.78,24.81,32.80,43.76,"29,780","39,060","51,600","68,220","91,020",,,Middle Income
676,,"postsecondary teachers, all other",381.0,25-1199,detailed,"189,270",3.8,*,"74,630",1.7,*,*,*,*,*,"21,020","43,950","64,480","95,640","131,390",True,,Middle Income
677,,"preschool, primary, secondary, and special education school teachers",382.0,25-2000,minor,"4,174,870",0.4,*,"58,780",0.6,*,*,*,*,*,"32,910","43,150","55,790","72,290","91,590",True,,Middle Income
678,,"preschool teachers, except special education",384.0,25-2011,detailed,"409,740",1.2,16.15,"33,590",1.5,9.60,11.15,13.94,18.52,26.34,"19,970","23,190","28,990","38,520","54,780",,,Middle Income
679,,"kindergarten teachers, except special education",385.0,25-2012,detailed,"140,660",1.4,*,"57,110",0.6,*,*,*,*,*,"34,840","43,240","54,230","68,240","83,920",True,,Middle Income
680,,"elementary school teachers, except special education",387.0,25-2021,detailed,"1,409,140",0.8,*,"60,830",0.6,*,*,*,*,*,"37,340","45,330","57,160","73,610","92,770",True,,Middle Income
681,,"middle school teachers, except special and career/technical education",388.0,25-2022,detailed,"622,340",1.4,*,"61,040",0.6,*,*,*,*,*,"38,540","46,090","57,720","73,470","91,670",True,,Middle Income
682,,"career/technical education teachers, middle school",389.0,25-2023,detailed,"12,040",7.3,*,"61,680",1.4,*,*,*,*,*,"39,050","46,770","58,630","73,680","91,150",True,,Middle Income
683,,"secondary school teachers, except special and career/technical education",391.0,25-2031,detailed,"1,027,230",1.0,*,"62,860",0.5,*,*,*,*,*,"39,080","46,990","59,170","75,970","95,380",True,,Middle Income
684,,"career/technical education teachers, secondary school",392.0,25-2032,detailed,"78,840",3.5,*,"61,010",0.8,*,*,*,*,*,"40,180","47,390","58,660","73,190","88,460",True,,Middle Income
685,,"special education teachers, preschool",394.0,25-2051,detailed,"28,540",3.9,*,"58,390",2.3,*,*,*,*,*,"33,160","42,710","53,640","69,280","92,250",True,,Middle Income
686,,"special education teachers, kindergarten and elementary school",395.0,25-2052,detailed,"184,920",1.3,*,"61,960",0.8,*,*,*,*,*,"38,250","46,630","58,600","74,780","93,580",True,,Middle Income
687,,"special education teachers, middle school",396.0,25-2053,detailed,"87,550",2.0,*,"63,250",1.2,*,*,*,*,*,"39,990","47,750","59,510","75,950","95,680",True,,Middle Income
688,,"special education teachers, secondary school",397.0,25-2054,detailed,"135,910",1.6,*,"64,590",1.0,*,*,*,*,*,"39,680","47,790","60,180","77,270","97,670",True,,Middle Income
689,,"special education teachers, all other",398.0,25-2059,detailed,"37,980",3.4,*,"60,750",2.2,*,*,*,*,*,"34,970","43,550","54,800","72,630","96,100",True,,Middle Income
690,,adult basic and secondary education and literacy teachers and instructors,400.0,25-3010,broad,"60,670",5.9,27.31,"56,800",1.5,15.05,19.78,25.05,33.25,41.90,"31,310","41,150","52,100","69,170","87,160",,,Middle Income
691,,self-enrichment education teachers,402.0,25-3020,broad,"238,710",1.5,21.46,"44,630",0.8,9.71,12.79,18.48,26.91,37.10,"20,190","26,610","38,440","55,970","77,170",,,Middle Income
692,,miscellaneous teachers and instructors,404.0,25-3090,broad,"905,550",1.0,17.65,"36,700",0.8,9.25,11.15,14.57,20.61,28.99,"19,240","23,190","30,310","42,860","60,310",,,Middle Income
693,,"teachers and instructors, all other, except substitute teachers",405.0,25-3097,detailed,"294,240",1.4,*,"47,490",1.1,*,*,*,*,*,"20,700","26,440","39,710","60,110","81,510",True,,Middle Income
694,,substitute teachers,406.0,25-3098,detailed,"611,310",1.4,15.15,"31,510",1.2,9.04,10.72,13.59,17.84,22.68,"18,810","22,310","28,270","37,110","47,180",,,Low Income
695,,"librarians, curators, and archivists",407.0,25-4000,minor,"246,760",1.0,24.30,"50,540",0.5,11.45,15.97,22.78,30.46,38.89,"23,810","33,210","47,380","63,360","80,900",,,Middle Income
696,,archivists,409.0,25-4011,detailed,"6,080",6.0,26.67,"55,470",1.5,14.97,18.07,24.88,33.36,43.13,"31,140","37,590","51,760","69,380","89,710",,,Middle Income
697,,curators,410.0,25-4012,detailed,"11,550",2.9,28.28,"58,830",1.0,14.04,19.03,25.85,34.99,45.62,"29,210","39,590","53,770","72,790","94,880",,,Middle Income
698,,museum technicians and conservators,411.0,25-4013,detailed,"12,290",3.0,21.62,"44,970",1.5,11.31,14.69,19.55,26.30,34.73,"23,520","30,560","40,670","54,700","72,240",,,Middle Income
699,,"other education, training, and library occupations",416.0,25-9000,minor,"1,576,000",0.5,*,"33,320",0.4,*,*,*,*,*,"18,790","21,990","28,320","37,940","54,900",True,,Low Income
700,,audio-visual and multimedia collections specialists,417.0,25-9010,broad,"10,430",2.6,24.66,"51,290",1.0,12.94,17.19,23.36,31.02,38.44,"26,920","35,740","48,590","64,510","79,950",,,Middle Income
701,,farm and home management advisors,419.0,25-9020,broad,"8,450",5.6,25.11,"52,220",1.6,12.38,17.44,23.80,31.43,38.78,"25,750","36,280","49,510","65,370","80,660",,,Middle Income
702,,instructional coordinators,421.0,25-9030,broad,"157,490",1.6,32.06,"66,680",0.5,17.09,23.29,30.65,39.44,48.80,"35,550","48,450","63,750","82,040","101,500",,,Middle Income
703,,"miscellaneous education, training, and library workers",425.0,25-9090,broad,"99,830",2.4,22.69,"47,200",1.4,10.37,14.47,20.74,28.32,37.95,"21,570","30,100","43,140","58,910","78,930",,,Middle Income
704,,"education, training, and library workers, all other",426.0,25-9099,detailed,"99,830",2.4,22.69,"47,200",1.4,10.37,14.47,20.74,28.32,37.95,"21,570","30,100","43,140","58,910","78,930",,,Middle Income
705,,"arts, design, entertainment, sports, and media occupations",427.0,27-0000,major,"1,925,140",0.5,28.34,"58,950",0.4,10.60,15.03,23.19,34.94,49.91,"22,040","31,260","48,230","72,680","103,810",,,Middle Income
706,,art and design workers,428.0,27-1000,minor,"597,970",0.8,25.92,"53,910",0.5,10.95,14.64,21.75,32.38,46.22,"22,770","30,450","45,250","67,340","96,150",,,Middle Income
707,,art directors,430.0,27-1011,detailed,"38,110",2.3,49.76,"103,510",0.7,24.58,32.27,44.47,60.76,81.84,"51,130","67,110","92,500","126,390","170,230",,,High Income
708,,craft artists,431.0,27-1012,detailed,"4,730",7.2,19.80,"41,180",2.5,9.76,12.38,16.80,24.21,34.45,"20,300","25,740","34,940","50,360","71,650",,,Middle Income
709,,"fine artists, including painters, sculptors, and illustrators",432.0,27-1013,detailed,"11,230",5.1,27.66,"57,520",2.5,10.38,15.83,23.81,33.71,49.30,"21,590","32,920","49,520","70,120","102,540",,,Middle Income
710,,multimedia artists and animators,433.0,27-1014,detailed,"29,860",3.8,36.81,"76,560",1.4,18.91,25.20,33.91,45.95,59.17,"39,330","52,410","70,530","95,570","123,060",,,Middle Income
711,,"artists and related workers, all other",434.0,27-1019,detailed,"7,010",7.7,32.01,"66,590",3.3,14.23,19.36,30.55,43.44,51.44,"29,600","40,270","63,540","90,350","107,000",,,Middle Income
712,,commercial and industrial designers,436.0,27-1021,detailed,"31,250",3.9,33.91,"70,540",1.2,17.51,23.75,31.72,42.03,51.42,"36,430","49,400","65,970","87,410","106,950",,,Middle Income
713,,fashion designers,437.0,27-1022,detailed,"18,940",3.9,37.92,"78,870",1.5,16.30,22.43,32.41,46.77,65.14,"33,910","46,650","67,420","97,290","135,490",,,Middle Income
714,,floral designers,438.0,27-1023,detailed,"43,470",2.9,13.57,"28,220",0.7,9.17,10.51,12.67,15.90,19.01,"19,080","21,850","26,350","33,070","39,540",,,Low Income
715,,graphic designers,439.0,27-1024,detailed,"217,170",1.0,25.62,"53,280",0.4,13.73,17.46,23.41,30.98,39.97,"28,560","36,320","48,700","64,430","83,140",,,Middle Income
716,,interior designers,440.0,27-1025,detailed,"56,070",2.6,27.99,"58,210",1.4,13.10,18.12,24.76,34.00,45.09,"27,240","37,690","51,500","70,720","93,780",,,Middle Income
717,,merchandise displayers and window trimmers,441.0,27-1026,detailed,"120,870",2.5,14.88,"30,940",0.8,9.56,10.82,13.31,17.25,22.81,"19,890","22,500","27,680","35,870","47,450",,,Low Income
718,,set and exhibit designers,442.0,27-1027,detailed,"11,490",4.4,28.65,"59,590",1.5,13.95,19.09,25.52,35.81,47.34,"29,010","39,710","53,090","74,480","98,470",,,Middle Income
719,,"designers, all other",443.0,27-1029,detailed,"7,770",5.0,31.92,"66,400",2.7,11.02,16.70,26.89,40.86,60.80,"22,910","34,750","55,930","84,990","126,460",,,Middle Income
720,,"entertainers and performers, sports and related workers",444.0,27-2000,minor,"508,410",1.2,28.78,"59,860",1.0,9.29,12.02,20.20,33.76,57.55,"19,330","25,000","42,010","70,230","119,710",,,Middle Income
721,,"actors, producers, and directors",445.0,27-2010,broad,"161,000",2.1,40.74,"84,740",1.4,11.52,18.49,30.17,49.95,79.98,"23,960","38,470","62,760","103,890","166,360",,,Middle Income
722,,athletes and sports competitors,449.0,27-2021,detailed,"11,150",5.6,*,"88,300",4.5,*,*,*,*,*,"19,220","26,390","51,370","102,940",#,True,,Middle Income
723,,coaches and scouts,450.0,27-2022,detailed,"235,400",1.5,*,"42,540",0.9,*,*,*,*,*,"18,670","22,180","32,270","51,010","75,400",True,,Middle Income
724,,"umpires, referees, and other sports officials",451.0,27-2023,detailed,"18,610",4.0,*,"35,080",5.0,*,*,*,*,*,"18,360","20,440","26,800","40,360","56,100",True,,Middle Income
725,,dancers,453.0,27-2031,detailed,"9,930",7.3,17.70,*,3.2,8.74,9.66,14.25,22.41,30.95,*,*,*,*,*,,True,Middle Income
726,,choreographers,454.0,27-2032,detailed,"5,310",8.5,25.47,"52,970",3.4,10.26,15.24,23.28,32.21,44.48,"21,340","31,700","48,420","67,000","92,520",,,Middle Income
727,,music directors and composers,456.0,27-2041,detailed,"15,400",3.2,29.56,"61,490",2.8,10.10,16.49,24.32,34.30,52.55,"21,010","34,290","50,590","71,350","109,300",,,Middle Income
